MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,VRKME,NETPR,NETWR,WERKS,LGORT,PSTYV,ABGRU
100,5000000189,000010,MAT00002,Desk Lamp 1,22,EA,7938.19,174640.18,G100,0002,TAN,
100,5000000189,000020,MAT00072,Safety Gloves 18,55,EA,3877.02,213236.1,A100,0002,TAN,
100,5000000189,000030,MAT00062,Office Chair 16,8,EA,16039.53,128316.24,C100,0001,TAN,
100,5000000190,000010,MAT00051,Bubble Wrap 13,19,EA,914.71,17379.49,A100,0003,TAN,
100,5000000190,000020,MAT00016,Safety Helmet 4,53,EA,290.85,15415.05,G100,0001,TAN,
100,5000000190,000030,MAT00013,Business Monitor 4,44,EA,32990.08,1451563.52,G100,0001,TAN,
100,5000000190,000040,MAT00028,Safety Gloves 7,4,EA,6547.17,26188.68,G100,0003,TAN,
100,5000000190,000050,MAT00031,Packing Tape 8,44,EA,156.7,6894.8,G100,0003,TAN,
100,5000000191,000010,MAT00044,Tool Kit 11,60,EA,5045.45,302727.0,G100,0003,TAN,
100,5000000191,000020,MAT00071,Pallet 18,-1,EA,875.89,23649.03,C100,0002,TAN,
100,5000000191,000030,MAT00066,Standing Desk 17,22,EA,4749.71,104493.62,A100,0001,TAN,
100,5000000191,000040,MAT00006,Meeting Table 2,5,EA,14054.7,70273.5,A100,0002,TAN,
100,5000000191,000050,MAT00020,Tool Kit 5,2,EA,3748.44,7496.88,A100,0001,TAN,
100,5000000192,000010,MAT00068,Safety Gloves 17,42,EA,6608.68,277564.56,C100,0003,TAN,
100,5000000192,000020,MAT00014,Filing Cabinet 4,60,EA,-10388.15,623289.0,C100,0002,TAN,
100,5000000192,000030,MAT00018,Filing Cabinet 5,1,EA,3612.78,3612.78,A100,0003,TAN,
100,5000000192,000040,MAT00052,Safety Helmet 13,8,EA,6217.52,49740.16,C100,0002,TAN,
100,5000000192,000050,MAT00020,Tool Kit 5,31,EA,3838.22,118984.82,C100,0003,TAN,
100,5000000193,000010,MAT00048,Safety Helmet 12,38,EA,1906.34,72440.92,A100,0003,TAN,
100,5000000193,000020,MAT00074,Standing Desk 19,54,EA,5462.28,294963.12,C100,0003,TAN,
100,5000000194,000010,MAT00038,Office Chair 10,-5,EA,3991.0,3991.0,G100,0002,TAN,
100,5000000194,000020,MAT00034,Desk Lamp 9,57,EA,10630.44,605935.08,G100,0002,TAN,
100,5000000194,000030,MAT00054 ,Office Chair 14,40,EA,5540.06,177281.92,A100,0003,TAN,
100,5000000195,000010,MAT00068,Safety Gloves 17,57,EA,5909.52,336842.64,C100,0003,TAN,
100,5000000195,000020,MAT00034,Desk Lamp 9,14,EA,10402.2,174756.96,C100,0001,TAN,
100,5000000196,000010,MAT00048,Safety Helmet 12,2,EA,1978.77,3957.54,C100,0003,TAN,
100,5000000196,000020,MAT00002,Desk Lamp 1,43,EA ,8172.28,351408.04,A100,0002,TAN,
100,5000000197,000010,MAT00006,Meeting Table 2,8,EA,11520.11,92160.88,A100,0002,TAN,
100,5000000198,000010,MAT00007,Stretch Film 2,33,EA,814.23,26869.59,G100,0001,TAN,
100,5000000198,000020,MAT00033,Business Monitor 9,54,EA,25445.36,1374049.44,A100,0003,TAN,
100,5000000198,000030,MAT00035,Carton Box 9,41,EA,278.85,11432.85,G100,0003,TAN,
100,5000000199,000010, MAT00011,Bubble Wrap 3,19,EA,28.92,549.48,A100,0002,TAN,
100,5000000199,000020,MAT00079,Packing Tape 20,60,EA,50.09,3005.4,A100,0001,TAN,
100,5000000200,000010,MAT00007,Stretch Film 2,37,EA,727.44,40372.92,A100,0003,TAN,
100,5000000201,000010,MAT00050,Filing Cabinet 13,10,EA,10268.47,102684.7,C100,0002,TAN,
100,5000000201,000020,MAT00062,Office Chair 16,52,EA,16693.06,868039.12,C100,0001,TAN,
100,5000000201,000030,MAT00078 ,Filing Cabinet 20,11,EA,8667.79,95345.69,A100,0002,TAN,
100,5000000202,000010,MAT00080,Tool Kit 20,21,EA,2770.21,87261.62,G100,0003,TAN,
100,5000000202,000020,MAT00014,Filing Cabinet 4,18,EA,10876.0,195768.0,C100,0002,TAN,
100,5000000202,000030,MAT00037,Business Monitor 10,49,Each,12556.58,615272.42,G100,0003,TAN,
100,5000000202,000040,MAT00009,Business Monitor 3,16,EA,44811.43,716982.88,A100,0002,TAN,
100,5000000203,000010,MAT00041,USB-C Dock 11,40,EA,17213.97,826270.56,G100,0003,TAN,
100,5000000204,000010,MAT00060,Tool Kit 15,24,EA,2245.54,53892.96,A100,0003,TAN,
100,5000000204,000020,MAT00025,Barcode Scanner 7,6,EA,18326.03,109956.18,A100,0002,TAN,
100,5000000204,000030,MAT00001,Barcode Scanner 1,28,EA,9641.36,269958.08,A100,0001,TAN,
100,5000000204,000040,MAT00068,Safety Gloves 17,50,EA,7131.45,356572.5,G100,0002,TAN,
100,5000000205,000010,MAT00047,Stretch Film 12,57,EA,638.37,36387.09,C100,0003,TAN,
100,5000000205,000020,MAT00046,Meeting Table 12,34,EA,16030.85,817573.35,C100,0002,TAN,
100,5000000205,000030,MAT00039,Carton Box 10,26,EA,359.96,9358.96,A100,0001,TAN,
100,5000000205,000040,MAT00061,Business Monitor 16,36,EA,14283.42,514203.12,G100,0002,TAN,
100,5000000205,000050,MAT00001 ,Barcode Scanner 1,44,EA,9201.14,404850.16,c100,0001,TAN,
100,5000000206,000010,MAT00056,Safety Gloves 14,24,EA,5747.32,137935.68,G100,0002,TAN,
100,5000000206,000020,MAT00068,Safety Gloves 17,26,EA ,6078.72,158046.72,A100,0002,TAN,
100,5000000206,000030,MAT00047,Stretch Film 12,7,EA,632.36,4426.52,G100,0002,TAN,
100,5000000207,000010, MAT00037,Business Monitor 10,10,EA,12544.9,125449.0,G100,0002,TAN,
100,5000000208,000010,MAT00031,Packing Tape 8,2,EA,147.87,295.74,C100,0003,TAN,
100,5000000208,000020,MAT00044,Tool Kit 11,31,EA,5324.5,165059.5,A100,0003,TAN,
100,5000000208,000030,MAT00034,Desk Lamp 9,53,EA,10407.7,551608.1,C100,0003,TAN,
100,5000000208,000040,MAT00059,Pallet 15,49,EA,262.08,19262.88,C100,0001,TAN,
100,5000000209,000010,MAT00070,Meeting Table 18,9,EA,5416.96,48752.64,C100,0001,TAN,
100,5000000210,000010,MAT00002,Desk Lamp 1,49,EA,6767.5,331607.5,G100,0001,TAN,
100,5000000211,000010,MAT00044,Tool Kit 11,22,EA,5365.14,118033.08,G100,0001,TAN,
100,5000000211,000020,MAT00033,Business Monitor 9,23,EA,24026.57,552611.11,G100,0003,TAN,
100,5000000212,000010,MAT00024,Tool Kit 6,47,EA,777.67,54825.74,A100,0001,TAN,
100,5000000212,000020,MAT00047,Stretch Film 12,60,EA,584.59,35075.4,C100,0002,TAN,
100,5000000212,000030,MAT00060,Tool Kit 15,6,EA,2179.73,13078.38,C100,0003,TAN,
100,5000000213,000010,MAT00002,Desk Lamp 1,4,EA,7361.73,29446.92,G100,0002,TAN,
100,5000000214,000010,MAT00059,Pallet 15,56,EA,254.73,14264.88,G100,0001,TAN,
100,5000000214,000020,MAT00033,Business Monitor 9,-1,EA,24932.35,49864.7,G100,0003,TAN,
100,5000000214,000030,MAT00061,Business Monitor 16,9,EA,16407.21,147664.89,G100,0001,TAN,
100,5000000215,000010,MAT00041,USB-C Dock 11,58,EA,14832.87,860306.46,A100,0003,TAN,
100,5000000215,000020,MAT00063,Packing Tape 16,14,EA,709.24,9929.36,A100,0001,TAN,
100,5000000215,000030,MAT00064,Drill Bit Set 16,3,EA,3212.73,9638.19,C100,0002,TAN,
100,5000000216,000010,MAT00035,Carton Box 9,29,EA,269.33,7810.57,A100,0001,TAN,
100,5000000216,000020,MAT00030,Standing Desk 8,21,EA,6127.87,128685.27,C100,0001,TAN,
100,5000000217,000010,MAT00034,Desk Lamp 9,32,EA,11072.18,354309.76,G100,0002,TAN,
100,5000000218,000010,MAT00036,Safety Gloves 9,-1,EA,3039.78,148949.22,A100,0002,TAN,
100,5000000218,000020,MAT99999,Business Monitor 20,40,EA,4475.62,179024.8,G100,0003,TAN,
100,5000000218,000030,MAT00024,Tool Kit 6,18,EA,786.97,14165.46,C100,0001,TAN,
100,5000000218,000040,MAT00079,Packing Tape 20,5,PC,52.82,264.1,C100,0003,TAN,
100,5000000218,000050,MAT00023,Pallet 6,12,EA,1163.34,13960.08,C100,0002,TAN,
100,5000000219,000010,MAT00024,Tool Kit 6,59,EA,759.72,44823.48,A100,0003,TAN,
100,5000000220,000010,MAT00041,USB-C Dock 11,46,EA,15908.08,731771.68,A100,0001,TAN,
100,5000000220,000020,MAT00049,Laptop 15 Inch 13,55,EA,12824.31,564269.64,G100,0001,TAN,
100,5000000220,000030,MAT00029,Wireless Keyboard 8,31,EA,33502.88,1038589.28,G100,0002,TAN,
100,5000000220,000040,MAT00038,Office Chair 10,42,EA,4769.51,200319.42,C100,0001,TAN,
100,5000000220,000050,MAT00036,Safety Gloves 9,-1,EA,2871.9,134979.3,,0002,TAN,
100,5000000221,000010,MAT00051,Bubble Wrap 13,45,EA,918.14,41316.3,G100,0003,TAN,
100,5000000221,000020,MAT00042,Desk Lamp 11,52,EA,3725.51,193726.52,G100,0002,TAN,
100,5000000221,000030,MAT00065,Wireless Keyboard 17,16,EA,4667.86,74685.76,C100,0002,TAN,
100,5000000221,000040,MAT00066,Standing Desk 17,59,EA,4840.0,285560.0,A100,0002,TAN,
100,5000000221,000050,MAT00016,Safety Helmet 4,9,EA,260.88,2347.92,C100,0003,TAN,
100,5000000222,000010,MAT00052,Safety Helmet 13,21,EA,6142.75,128997.75,C100,0001,TAN,
100,5000000222,000020,MAT00032,Safety Helmet 8,33,EA,274.9,9071.7,G100,0001,TAN,
100,5000000222,000030,MAT00009,Business Monitor 3,35,EA,41833.95,1464188.25,C100,0002,TAN,
100,5000000223,000010,MAT00046,Meeting Table 12,29,EA,16028.85,464836.65,G100,0002,TAN,
100,5000000224,000010,MAT00005,USB-C Dock 2,42,EA,6237.14,261959.88,A100,0001,TAN,
100,5000000224,000020,MAT00052,Safety Helmet 13,45,EA,5907.58,265841.1,C100,0001,TAN,
100,5000000225,000010,MAT00035,Carton Box 9,47,EA,285.75,13430.25,A100,0003,TAN,
100,5000000226,000010,MAT00079,Packing Tape 20,12,EA,60.79,729.48,C100,0002,TAN,
100,5000000226,000020,MAT00061,Business Monitor 16,54,EA,13249.53,715474.62,A100,0001,TAN,
100,5000000226,000030,MAT00012,Drill Bit Set 3,8,EA,4495.47,35963.76,A100,0003,TAN,
100,5000000227,000010, MAT00005,USB-C Dock 2,32,EA,6512.43,208397.76,G100,0002,TAN,
100,5000000227,000020,MAT00072,Safety Gloves 18,58,EA,4700.4,272623.2,A100,0003,TAN,
100,5000000227,000030,MAT00053,USB-C Dock 14,33,EA,33811.1,1115766.3,C100,0002,TAN,
100,5000000228,000010,MAT00066,Standing Desk 17,20,EA,4368.91,87378.2,C100,0001,TAN,
100,5000000229,000010, MAT00054,Office Chair 14,52,EA,5623.22,292407.44,G100,0001,TAN,
100,5000000229,000020,MAT00048,Safety Helmet 12,22,EA,1667.57,36686.54,A100,0002,TAN,
100,5000000230,000010,MAT00074,Standing Desk 19,24,Each,6535.59,156854.16,A100,0002,TAN,
100,5000000230,000020,MAT00067,Stretch Film 17,32,EA,762.51,24400.32,G100,0001,TAN,
100,5000000230,000030,MAT00057,Wireless Keyboard 15,31,EA,35486.75,1100089.25,A100,0001,TAN,
100,5000000230,000040,MAT00053,USB-C Dock 14,23,PC,36854.09,847644.07,A100,0002,TAN,
100,5000000231,000010,MAT00056,Safety Gloves 14,21,EA,5386.04,113106.84,A100,0002,TAN,
100,5000000231,000020,MAT00046,Meeting Table 12,3,EA,17381.91,52145.73,A100,0003,TAN,
100,5000000231,000030,MAT00077,Business Monitor 20,5,EA,4020.81,20104.05,C100,0003,TAN,
100,5000000231,000040,MAT00067,Stretch Film 17,37,EA,796.0,29452.0,C100,0002,TAN,
100,5000000231,000050,MAT00039,Carton Box 10,18,EA,342.01,6156.18,C100,0001,TAN,
100,5000000232,000010,MAT00040,Drill Bit Set 10,50,EA,2979.97,148998.5,G100,0003,TAN,
100,5000000232,000020,MAT00056,Safety Gloves 14,2,EA,5632.66,11265.32,G100,0002,TAN,
100,5000000233,000010,MAT00077,Business Monitor 20,58,EA,4821.1,279623.8,A100,0002,TAN,
100,5000000233,000020,MAT00056,Safety Gloves 14,46,EA,5450.04,250701.84,A100,0002,TAN,
100,5000000233,000030,MAT00004,Industrial Lubricant 1,23,EA,-5090.71,117086.33,C100,0002,TAN,
100,5000000234,000010,MAT00021,Business Monitor 6,22,EA,32336.94,711412.68,G100,0001,TAN,
100,5000000234,000020,MAT00022,Office Chair 6,10,EA,,69185.7,C100,0001,TAN,
100,5000000235,000010,MAT00015,Carton Box 4,27,EA,,4804.92,G100,0003,TAN,
100,5000000235,000020,MAT00032,Safety Helmet 8,48,EA,277.23,13307.04,A100,0002,TAN,
100,5000000236,000010,MAT00031,Packing Tape 8,18,EA,143.38,2580.84,C100,0001,TAN,
100,5000000236,000020,MAT00064,Drill Bit Set 16,58,EA,3062.69,177636.02,A100,0003,TAN,
100,5000000237,000010,MAT00068,Safety Gloves 17,5,EA ,,36056.05,C100,0001,TAN,
100,5000000237,000020,MAT00010,Office Chair 3,5,EA,17060.24,85301.2,A100,0002,TAN,
100,5000000237,000030,MAT00060,Tool Kit 15,59,EA,2185.06,128918.54,C100,0001,TAN,
100,5000000237,000040,MAT00077 ,Business Monitor 20,47,ea,4398.51,206729.97,C100,0001,TAN,
100,5000000237,000050,MAT00022,Office Chair 6,39,EA,6294.19,245473.41,C100,0002,TAN,
100,5000000238,000010,MAT00021,Business Monitor 6,9,EA,33038.69,297348.21,C100,0002,TAN,
100,5000000239,000010,MAT00080,Tool Kit 20,54,EA,2778.31,150028.74,C100,0003,TAN,
100,5000000239,000020,MAT00052,Safety Helmet 13,36,EA,5530.98,199115.28,A100,0001,TAN,
100,5000000239,000030,MAT00022,Office Chair 6,40,EA,7079.52,283180.8,C100,0003,TAN,
100,5000000240,000010,MAT00053,USB-C Dock 14,48,EA,35026.05,1681250.4,,0003,TAN,
100,5000000241,000010,MAT00052,Safety Helmet 13,55,EA,6371.79,525672.68,C100,0003,TAN,
100,5000000241,000020,MAT00040,Drill Bit Set 10,27,EA,3450.55,93164.85,G100,0003,TAN,
100,5000000241,000030,MAT00024,Tool Kit 6,47,EA,808.1,37980.7,,0002,TAN,
100,5000000241,000040,MAT00073,USB-C Dock 19,6,EA,6195.54,37173.24,C100,0001,TAN,
100,5000000241,000050,MAT00015,Carton Box 4,54,EA,175.01,9450.54,C100,0003,TAN,
100,5000000242,000010,MAT00045,Laptop 15 Inch 12,42,EA,11335.94,476109.48,G100,0001,TAN,
100,5000000242,000020,MAT00038,Office Chair 10,31,EA,4802.46,148876.26,G100,0003,TAN,
100,5000000243,000010,MAT00077,Business Monitor 20,44,EA,3955.12,174025.28,A100,0002,TAN,
100,5000000243,000020,MAT00024,Tool Kit 6,28,EA,693.83,19427.24,G100,0003,TAN,
100,5000000243,000030,MAT00063,Packing Tape 16,12,PC,664.18,7970.16,G100,0002,TAN,
100,5000000243,000040,MAT00026,Filing Cabinet 7,9,EA,11620.89,104588.01,C100,0003,TAN,
100,5000000244,000010,MAT00013,Business Monitor 4,15,EA,32179.78,482696.7,G100,0002,TAN,
100,5000000244,000020,MAT00078,Filing Cabinet 20,37,EA,9569.91,354086.67,C100,0001,TAN,
100,5000000245,000010,MAT00044,Tool Kit 11,1,EA,5740.62,5740.62,G100,0002,TAN,
100,5000000246,000010,MAT00032,Safety Helmet 8,19,EA,310.11,5892.09,G100,0003,TAN,
100,5000000246,000020,MAT00036,Safety Gloves 9,45,EA,3128.74,140793.3,C100,0003,TAN,
100,5000000247,000010,MAT00023,Pallet 6,27,EA,1056.95,28537.65,C100,0002,TAN,
100,5000000247,000020,MAT00037 ,Business Monitor 10,16,EA,12296.44,196743.04,A100,0002,TAN,
100,5000000247,000030,MAT00054,Office Chair 14,1,EA,5610.48,5610.48,c100,0001,TAN,
100,5000000247,000040,MAT00053,USB-C Dock 14,58,EA,38044.09,2206557.22,C100,0002,TAN,
100,5000000247,000050,MAT00050,Filing Cabinet 13,41,EA,9572.37,392467.17,A100,0002,TAN,
100,5000000248,000010,MAT00035,Carton Box 9,50,EA,269.47,13473.5,A100,0002,TAN,
100,5000000248,000020,MAT00001,Barcode Scanner 1,46,EA,9159.47,421335.62,A100,0003,TAN,
100,5000000248,000030,MAT00066,Standing Desk 17,47,EA,5150.11,242055.17,C100,0002,TAN,
100,5000000248,000040,MAT00077,Business Monitor 20,0,EA,4264.2,217474.2,C100,0003,TAN,
100,5000000248,000050,MAT00074,Standing Desk 19,13,EA,5604.94,87437.06,,0003,TAN,
100,5000000249,000010,MAT00011,Bubble Wrap 3,37,EA,32.72,1210.64,A100,0002,TAN,
100,5000000249,000020,MAT00040,Drill Bit Set 10,58,EA,3284.91,190524.78,,0002,TAN,
100,5000000249,000030,MAT00032,Safety Helmet 8,47,EA,288.05,13538.35,C100,0001,TAN,
100,5000000249,000040,MAT00048,Safety Helmet 12,44,EA,1671.52,73546.88,A100,0001,TAN,
100,5000000250,000010,MAT00033,Business Monitor 9,21,EA,27990.69,587804.49,A100,0001,TAN,
100,5000000250,000020,MAT00001,Barcode Scanner 1,42,EA,9803.23,411735.66,C100,0001,TAN,
100,5000000250,000030,MAT00010,Office Chair 3,50,EA,16339.59,816979.5,c100,0002,TAN,
100,5000000250,000040,MAT00004,Industrial Lubricant 1,0,EA,4341.89,260513.4,A100,0002,TAN,
100,5000000250,000050,MAT00074,Standing Desk 19,44,EA,6282.61,276434.84,A100,0003,TAN,
100,5000000251,000010,MAT00059,Pallet 15,4,EA,278.86,1115.44,C100,0003,TAN,
100,5000000251,000020,MAT00055,Packing Tape 14,42,EA,1320.15,55446.3,C100,0001,TAN,
100,5000000252,000010,MAT00002,Desk Lamp 1,28,Each,8160.05,228481.4,G100,0002,TAN,
100,5000000252,000020,MAT00051,Bubble Wrap 13,14,EA,985.01,11032.11,G100,0002,TAN,
100,5000000252,000030,MAT00048,Safety Helmet 12,15,EA,1858.27,27874.05,C100,0001,TAN,
100,5000000253,000010,MAT00028,Safety Gloves 7,22,EA,6359.78,139915.16,G100,0003,TAN,
100,5000000253,000020,MAT00006,Meeting Table 2,34,EA,11760.94,399871.96,A100,0001,TAN,
100,5000000254,000010,MAT00074,Standing Desk 19,3,EA,5714.62,17143.86,A100,0002,TAN,
100,5000000254,000020,MAT00037,Business Monitor 10,31,EA,13293.53,412099.43,C100,0002,TAN,
100,5000000255,000010,MAT00057,Wireless Keyboard 15,2,EA,37358.58,74717.16,C100,0002,TAN,
100,5000000255,000020,MAT00017,USB-C Dock 5,42,EA,2781.15,116808.3,C100,0003,TAN,
100,5000000256,000010,MAT00073,USB-C Dock 19,36,EA,5662.15,203837.4,G100,0003,TAN,
100,5000000256,000020,MAT00041,USB-C Dock 11,4,EA,16924.2,67696.8,G100,0002,TAN,
100,5000000256,000030,MAT00029,Wireless Keyboard 8,24,EA,31694.14,760659.36,A100,0001,TAN,
100,5000000257,000010,MAT00008,Industrial Lubricant 2,44,EA,6291.45,276823.8,G100,0002,TAN,
100,5000000257,000020,MAT00004,Industrial Lubricant 1,17,EA,,82656.38,C100,0003,TAN,
100,5000000257,000030,MAT00051,Bubble Wrap 13,0,EA,947.13,22731.12,A100,0002,TAN,
100,5000000257,000040,MAT00025,Barcode Scanner 7,-1,EA,19125.48,363384.12,C100,0001,TAN,
100,5000000257,000050,MAT00053,USB-C Dock 14,40,EA,36446.97,1457878.8,A100,0001,TAN,
100,5000000258,000010,MAT00040,Drill Bit Set 10,45,EA,3297.92,148406.4,G100,0002,TAN,
100,5000000258,000020,MAT00011,Bubble Wrap 3,51,EA,,1532.55,A100,0001,TAN,
100,5000000258,000030,MAT00038 ,Office Chair 10,52,EA,4177.32,217220.64,G100,0003,TAN,
100,5000000258,000040,MAT00035,Carton Box 9,8,EA,272.24,2177.92,C100,0001,TAN,
100,5000000259,000010,MAT00014,Filing Cabinet 4,2,EA,9620.29,19240.58,G100,0003,TAN,
100,5000000259,000020,MAT00055,Packing Tape 14,59,EA,1133.84,66896.56,G100,0003,TAN,
100,5000000259,000030,MAT00020,Tool Kit 5,22,EA,3618.78,79613.16,C100,0003,TAN,
100,5000000259,000040,MAT00066,Standing Desk 17,18,EA,4602.21,82839.78,A100,0002,TAN,
100,5000000260,000010,MAT00028,Safety Gloves 7,31,EA,5362.63,166241.53,A100,0003,TAN,
100,5000000260,000020,MAT00005,USB-C Dock 2,4,EA,6478.3,25913.2,C100,0002,TAN,
100,5000000260,000030,MAT00071,Pallet 18,29,EA,888.93,25778.97,G100,0003,TAN,
100,5000000260,000040,MAT00036,Safety Gloves 9,9,EA,2931.54,26383.86,A100,0001,TAN,
100,5000000261,000010,MAT00079 ,Packing Tape 20,56,EA,49.93,2796.08,G100,0003,TAN,
100,5000000261,000020,MAT00076,Industrial Lubricant 19,34,EA,,75954.98,C100,0002,TAN,
100,5000000262,000010,MAT00001,Barcode Scanner 1,5,EA,9354.56,46772.8,C100,0001,TAN,
100,5000000262,000020,MAT00048,Safety Helmet 12,5,EA,1984.43,9922.15,A100,0003,TAN,
100,5000000262,000030,MAT00016,Safety Helmet 4,6,EA,281.05,1686.3,G100,0002,TAN,
100,5000000262,000040,MAT00041,USB-C Dock 11,-5,EA,15820.64,933417.76,C100,0003,TAN,
100,5000000263,000010,MAT00071,Pallet 18,46,EA,862.21,39661.66,A100,0002,TAN,
100,5000000263,000020,MAT00080,Tool Kit 20,33,EA,2809.08,92699.64,A100,0003,TAN,
100,5000000263,000030,MAT00020,Tool Kit 5,40,EA,3797.81,151912.4,A100,0002,TAN,
100,5000000264,000010,MAT00080,Tool Kit 20,52,EA,2697.41,140265.32,G100,0001,TAN,
100,5000000264,000020,MAT00016,Safety Helmet 4,39,EA,281.63,10983.57,C100,0002,TAN,
100,5000000264,000030,mat00052,Safety Helmet 13,36,Each,5367.27,193221.72,G100,0003,TAN,
100,5000000264,000040,MAT00048,Safety Helmet 12,25,EA,1811.98,45299.5,G100,0001,TAN,
100,5000000265,000010, MAT00007,Stretch Film 2,34,EA,705.9,24000.6,G100,0001,TAN,
100,5000000266,000010,MAT00042,Desk Lamp 11,25,EA,4049.52,101238.0,G100,0002,TAN,
100,5000000266,000020,MAT00012,Drill Bit Set 3,22,EA,5009.87,110217.14,C100,0002,TAN,
100,5000000267,000010,MAT00073,USB-C Dock 19,58,EA,5673.14,329042.12,C100,0001,TAN,
100,5000000267,000020,MAT00035,Carton Box 9,12,EA,283.76,3405.12,A100,0001,TAN,
100,5000000267,000030,MAT00011,Bubble Wrap 3,22,EA,29.77,654.94,A100,0003,TAN,
100,5000000267,000040,MAT00017,USB-C Dock 5,41,EA,2639.12,108203.92,C100,0001,TAN,
100,5000000268,000010,MAT00055 ,Packing Tape 14,3,EA,1225.65,3676.95,C100,0001,TAN,
100,5000000268,000020,MAT00031,Packing Tape 8,9,EA,168.94,1520.46,G100,0002,TAN,
100,5000000269,000010,MAT00018,Filing Cabinet 5,59,EA,3433.88,202598.92,C100,0001,TAN,
100,5000000269,000020,MAT00006,Meeting Table 2,26,EA,11561.39,300596.14,C100,0002,TAN,
100,5000000270,000010,MAT00057,Wireless Keyboard 15,38,EA,32521.49,1235816.62,C100,0002,TAN,
100,5000000270,000020, MAT00042,Desk Lamp 11,3,EA,4078.16,12234.48,C100,0002,TAN,
100,5000000270,000030,MAT00024,Tool Kit 6,19,EA,722.05,13718.95,G100,0003,TAN,
100,5000000270,000040,MAT00027,Packing Tape 7,30,EA,804.05,24121.5,G100,0001,TAN,
100,5000000271,000010,MAT00002,Desk Lamp 1,45,EA,7457.4,335583.0,A100,0001,TAN,
100,5000000271,000020,MAT00075,Carton Box 19,41,EA,905.4,37121.4,G100,0001,TAN,
100,5000000271,000030,MAT00021,Business Monitor 6,29,EA,32599.35,945381.15,C100,0001,TAN,
100,5000000272,000010,MAT00026,Filing Cabinet 7,16,EA,9731.83,155709.28,A100,0001,TAN,
100,5000000272,000020,MAT00008,Industrial Lubricant 2,32,EA,6285.23,201127.36,A100,0001,TAN,
100,5000000272,000030,MAT00080,Tool Kit 20,52,EA,2683.61,139547.72,C100,0003,TAN,
100,5000000272,000040,MAT00056,Safety Gloves 14,46,EA,5115.26,235301.96,A100,0001,TAN,
100,5000000273,000010,MAT00068,Safety Gloves 17,14,EA,6825.88,95562.32,G100,0003,TAN,
100,5000000273,000020,MAT00044,Tool Kit 11,38,EA,5481.71,208304.98,G100,0003,TAN,
100,5000000273,000030,MAT00041,USB-C Dock 11,11,EA,14668.72,193627.1,C100,0003,TAN,
100,5000000273,000040,MAT00017,USB-C Dock 5,55,EA,3168.36,174259.8,G100,0003,TAN,
100,5000000274,000010,MAT00067,Stretch Film 17,35,EA,667.01,23345.35,A100,0002,TAN,
100,5000000274,000020,MAT00072,Safety Gloves 18,29,EA,3924.69,113816.01,C100,0002,TAN,
100,5000000274,000030,MAT00029,Wireless Keyboard 8,43,EA,32433.3,1394631.9,C100,0002,TAN,
100,5000000275,000010,MAT00067,Stretch Film 17,2,EA,674.43,1348.86,C100,0003,TAN,
100,5000000276,000010,MAT00065,Wireless Keyboard 17,5,EA,4766.48,23832.4,G100,0003,TAN,
100,5000000276,000020,MAT00034,Desk Lamp 9,34,EA,10440.88,354989.92,C100,0001,TAN,
100,5000000277,000010,MAT99999,Office Chair 16,27,EA,17000.37,459009.99,A100,0002,TAN,
100,5000000277,000020,MAT00006,Meeting Table 2,16,EA,11799.86,188797.76,C100,0003,TAN,
100,5000000277,000030,MAT00005,USB-C Dock 2,31,EA,5749.09,178221.79,G100,0003,TAN,
100,5000000277,000040,MAT00042,Desk Lamp 11,40,EA,4175.04,167001.6,G100,0001,TAN,
100,5000000277,000050,MAT00004,Industrial Lubricant 1,27,EA,4586.93,123847.11,G100,0003,TAN,
100,5000000278,000010,MAT00047,Stretch Film 12,54,EA,561.49,30320.46,G100,0002,TAN,
100,5000000278,000020,MAT00003,Packing Tape 1,10,EA,839.82,8398.2,G100,0003,TAN,
100,5000000278,000030,MAT00024,Tool Kit 6,53,EA,,42787.96,,0003,TAN,
100,5000000279,000010,MAT00052,Safety Helmet 13,4,EA,5445.22,21780.88,A100,0001,TAN,
100,5000000279,000020,MAT00002,Desk Lamp 1,16,EA,7120.55,113928.8,G100,0003,TAN,
100,5000000280,000010,MAT00042,Desk Lamp 11,50,EA,3753.18,187659.0,,0003,TAN,
100,5000000280,000020,MAT00030,Standing Desk 8,16,EA,6106.93,97710.88,C100,0001,TAN,
100,5000000280,000030,MAT00017,USB-C Dock 5,59,EA,2762.13,162965.67,G100,0003,TAN,
100,5000000280,000040,MAT00001,Barcode Scanner 1,-1,EA,9863.31,522755.43,A100,0003,TAN,
100,5000000281,000010,MAT00076,Industrial Lubricant 19,13,ea,2185.7,28414.1,G100,0001,TAN,
100,5000000281,000020,MAT00036,Safety Gloves 9,49,EA,2871.46,140701.54,G100,0001,TAN,
100,5000000281,000030,MAT00041,USB-C Dock 11,45,EA,15317.3,689278.5,C100,0001,TAN,
100,5000000281,000040,MAT00055,Packing Tape 14,60,EA,1067.75,64065.0,A100,0001,TAN,
100,5000000281,000050,MAT99999,Desk Lamp 11,55,EA,3702.06,203613.3,A100,0003,TAN,
100,5000000282,000010,MAT00078,Filing Cabinet 20,34,EA,9419.07,320248.38,G100,0003,TAN,
100,5000000283,000010, MAT00003,Packing Tape 1,28,EA,822.64,23033.92,G100,0002,TAN,
100,5000000283,000020,MAT00002,Desk Lamp 1,9,EA,8051.36,72462.24,C100,0002,TAN,
